AffairShortId,AffairTitle,VoteDate,VoteMeaningYes,VoteMeaningNo
20140039,Blocage et restitution des avoirs illicites de personnes politiquement exposées à l’étranger. Loi,Nov 30 2015,Antrag der Mehrheit (gemäss SR),Antrag der Minderheit Stamm (Festhalten)
20140039,Blocage et restitution des avoirs illicites de personnes politiquement exposées à l’étranger. Loi,Nov 30 2015,Antrag der Mehrheit,Antrag der Minderheit Stamm
20140046,Loi sur les forêts. Modification,Mar 14 2016,Antrag der Mehrheit,Antrag der Minderheit Rösti
20140046,Loi sur les forêts. Modification,Mar 02 2016,Antrag der Mehrheit,Antrag der Minderheit Wasserfallen
20140046,Loi sur les forêts. Modification,Mar 02 2016,Antrag der Mehrheit,Antrag von Siebenthal
20140046,Loi sur les forêts. Modification,Mar 02 2016,Antrag der Mehrheit,Antrag der Minderheit Schilliger
20140046,Loi sur les forêts. Modification,Mar 18 2016,Annahme der Vorlage,Ablehnung der Vorlage
20140046,Loi sur les forêts. Modification,Mar 14 2016,Antrag der Mehrheit,Antrag der Minderheit Schilliger
20140053,Loi sur le casier judiciaire (VOSTRA),Mar 15 2016,Antrag der Mehrheit,Antrag der Minderheit Nidegger
20140053,Loi sur le casier judiciaire (VOSTRA),Jun 17 2016,Annahme der Vorlage,Ablehnung der Vorlage
20140053,Loi sur le casier judiciaire (VOSTRA),Mar 15 2016,Annahme der Vorlage,Ablehnung der Vorlage
20140053,Loi sur le casier judiciaire (VOSTRA),Mar 15 2016,Antrag der Mehrheit,Antrag der Minderheit Rickli Natalie
20140053,Loi sur le casier judiciaire (VOSTRA),Mar 15 2016,Antrag der Mehrheit,Antrag der Minderheit Kiener Nellen
20140053,Loi sur le casier judiciaire (VOSTRA),Mar 15 2016,Antrag der Mehrheit,Antrag der Minderheit Kiener Nellen 
20140053,Loi sur le casier judiciaire (VOSTRA),Mar 15 2016,Antrag der Mehrheit (Eintreten),Antrag der Minderheit Nidegger (Nichteintreten)
20140053,Loi sur le casier judiciaire (VOSTRA),Mar 15 2016,Antrag der Mehrheit (keine Rückweisung),Antrag der Minderheit Nidegger (Rückweisung an den Bundesrat)
20140058,Pour un revenu de base inconditionnel. Initiative populaire,Dec 18 2015,Annahme der Vorlage,Ablehnung der Vorlage
20140067,Loi sur l’approvisionnement du pays. Révision totale,Mar 09 2016,Antrag der Minderheit I Winkler / Müller Walter,Antrag der Minderheit II von Siebenthal
20140067,Loi sur l’approvisionnement du pays. Révision totale,Mar 09 2016,Antrag der Mehrheit,Antrag der Minderheit I Winkler / Müller Walter
20140067,Loi sur l’approvisionnement du pays. Révision totale,Mar 09 2016,Antrag der Mehrheit,Antrag der Minderheit Flach
20140067,Loi sur l’approvisionnement du pays. Révision totale,Jun 08 2016,Antrag der Mehrheit,Antrag der Minderheit Salzmann
20140067,Loi sur l’approvisionnement du pays. Révision totale,Jun 08 2016,Antrag der Mehrheit,Antrag der Minderheit von Siebenthal
20140067,Loi sur l’approvisionnement du pays. Révision totale,Jun 17 2016,Annahme der Vorlage,Ablehnung der Vorlage
20140067,Loi sur l’approvisionnement du pays. Révision totale,Mar 09 2016,Annahme der Vorlage,Ablehnung der Vorlage
20140067,Loi sur l’approvisionnement du pays. Révision totale,Mar 09 2016,Antrag der Mehrheit,Antrag der Minderheit Graf-Litscher
20140069,Développement de l’armée. Modification des bases légales,Dec 02 2015,Antrag der Minderheit I Graf-Litscher,Antrag der Minderheit II Flach
20140069,Développement de l’armée. Modification des bases légales,Dec 02 2015,Annahme der Vorlage,Ablehnung der Vorlage
20140069,Développement de l’armée. Modification des bases légales,Dec 02 2015,Zustimmung zum Art. 1 nach der Regel über die Ausgabenbremse,Ablehnung des Artikels
20140069,Développement de l’armée. Modification des bases légales,Dec 02 2015,Antrag der Mehrheit,Antrag der Minderheit III von Siebenthal
20140069,Développement de l’armée. Modification des bases légales,Dec 02 2015,Antrag der Mehrheit,Antrag der Minderheit II Flach
20140069,Développement de l’armée. Modification des bases légales,Dec 02 2015,Antrag der Mehrheit (Eintreten),Antrag der Minderheit Flach (Nichteuintreten)
20140069,Développement de l’armée. Modification des bases légales,Dec 02 2015,Antrag der Mehrheit,Antrag der Minderheit II Müller Walter
20140069,Développement de l’armée. Modification des bases légales,Dec 02 2015,Antrag der Mehrheit,Antrag der Minderheit Fridez
20140069,Développement de l’armée. Modification des bases légales,Dec 02 2015,Antrag der Mehrheit,Antrag der Minderheit I Graf-Litscher
20140069,Développement de l’armée. Modification des bases légales,Dec 02 2015,Antrag der Mehrheit,Antrag der Minderheit II von Siebenthal
20140069,Développement de l’armée. Modification des bases légales,Dec 02 2015,Antrag der Mehrheit,Antrag der Minderheit I Fridez
20140069,Développement de l’armée. Modification des bases légales,Dec 02 2015,Antrag der Mehrheit,Antrag der Minderheit Graf-Litscher
20140069,Développement de l’armée. Modification des bases légales,Dec 02 2015,Antrag der Mehrheit,Antrag der Minderheit Glättli
20140069,Développement de l’armée. Modification des bases légales,Dec 02 2015,Antrag der Mehrheit ,Antrag der Minderheit Fridez
20140069,Développement de l’armée. Modification des bases légales,Mar 18 2016,Annahme der Vorlage,Ablehnung der Vorlage
20140074,Loi sur l’enregistrement des maladies oncologiques,Dec 08 2015,Zustimmung zum Artikel nach der Regel über die Ausgabenbremse,Ablehnung des Artikels
20140074,Loi sur l’enregistrement des maladies oncologiques,Dec 08 2015,Annahme der Vorlage,Ablehnung der Vorlage
20140074,Loi sur l’enregistrement des maladies oncologiques,Mar 18 2016,Annahme der Vorlage,Ablehnung der Vorlage
20140086,Convention de Minamata sur le mercure. Approbation,Dec 18 2015,Annahme der Vorlage,Ablehnung der Vorlage
20140087,AVSplus: pour une AVS forte. Initiative populaire,Dec 18 2015,Annahme der Vorlage,Ablehnung der Vorlage
20140087,AVSplus: pour une AVS forte. Initiative populaire,Dec 16 2015,Antrag der Mehrheit (Empfehlung auf Ablehnung der Volksinitiative),Antrag der Minderheit Schenker Silvia (Empfehlung auf Annahme der Volksinitiative)
20140088,Prévoyance vieillesse 2020. Réforme,Sep 29 2016,Antrag der Mehrheit,Antrag der Minderheit IV Frehner
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit Schenker Silvia (gemäss geltendem Recht)
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit I Humbel
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit Pezzatti 
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit I Weibel
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit (bereinigtes Konzept koordinierter Lohn),Anträge Sauter/Weibel (Konzept versicherter Lohn)
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit Steiert
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit Steiert / Anträge Sauter/Weibel
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Anträge Weibel/Sauter (gemäss Bundesrat)
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit II Steiert / Anträge Weibel/Sauter (gemäss BR)
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Minderheit I Humbel,Antrag der Minderheit II Humbel
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit II Humbel
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit Sauter
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit Heim (gemäss Ständerat)
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit (gemäss Ständerat),Antrag der Minderheit Steiert (gemäss Bundesrat)
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit Steiert (gemäss Ständerat)
20140088,Prévoyance vieillesse 2020. Réforme,Sep 29 2016,Antrag der Kommission,Antrag Büchel Roland
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit de Courten
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit (gemäss Bundesrat),Antrag Schenker Silvia
20140088,Prévoyance vieillesse 2020. Réforme,Sep 26 2016,Antrag der Kommission (keine Teilung),Antrag Aeschi (Teilung der Vorlage)
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit I de Courten
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Konzept der Mehrheit und der Miderheit I Humbel,Konzept der Minderheit II Feri
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Kommission,Antrag Béglé
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit Heim
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag Graf-Litscher
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Minderheit Schenker Silvia (gemäss geltendem Recht),Antrag de Courten
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag de Courten
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Zustimmung zum Antrag Pezzatti (neuer Entwurf 3),Ablehnung des Antrages
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag des Bundesrates,Antrag der Mehrheit
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit II Frehner
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Minderheit II Weibel,Antrag des Bundesrates
20140088,Prévoyance vieillesse 2020. Réforme,Mar 16 2017,Antrag der Mehrheit (Zustimmung zum Antrag der Einigungskonferenz),Antrag der Minderheit de Courten (Ablehnung des Antrags)
20140088,Prévoyance vieillesse 2020. Réforme,Mar 17 2017,Annahme der Vorlage,Ablehnung der Vorlage
20140088,Prévoyance vieillesse 2020. Réforme,Sep 29 2016,Zustimmung zum Ordnungsantrag,Ablehnung des Ordnungsantrages
20140088,Prévoyance vieillesse 2020. Réforme,Sep 29 2016,Antrag der Mehrheit,Antrag der Minderheit Gysi
20140088,Prévoyance vieillesse 2020. Réforme,Sep 29 2016,Antrag der Kommission,Antrag Frehner
20140088,Prévoyance vieillesse 2020. Réforme,Sep 29 2016,Antrag der Mehrheit,Antrag der Minderheit Pezzatti
20140088,Prévoyance vieillesse 2020. Réforme,Sep 29 2016,Antrag der Kommission,Antrag Pezzatti
20140088,Prévoyance vieillesse 2020. Réforme,Sep 29 2016,Antrag der Kommission,Antrag de Courten
20140088,Prévoyance vieillesse 2020. Réforme,Sep 29 2016,Annahme der Vorlage,Ablehnung der Vorlage
20140088,Prévoyance vieillesse 2020. Réforme,Feb 28 2017,Antrag der Mehrheit,Antrag der Minderheit Schmid-Federer
20140088,Prévoyance vieillesse 2020. Réforme,Feb 28 2017,Antrag der Mehrheit,Antrag der Minderheit I Schenker Silvia
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit III de Courten
20140088,Prévoyance vieillesse 2020. Réforme,Feb 28 2017,Antrag der Mehrheit,Antrag der Minderheit Steiert (übernommen von Frau Heim)
20140088,Prévoyance vieillesse 2020. Réforme,Feb 28 2017,Antrag der Mehrheit,Antrag der Minderheit de Courten
20140088,Prévoyance vieillesse 2020. Réforme,Feb 28 2017,Antrag der Mehrheit,Antrag der Minderheit Schenker Silvia
20140088,Prévoyance vieillesse 2020. Réforme,Feb 28 2017,Annahme der Vorlage,Ablehnung der Vorlage
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Zustimmung zum Art. 103 AHVG nach der Regel über die Ausgabenbremse,Ablehnung des Artikels
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Minderheit Brunner,Antrag des Bundesrates
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit (gemäss SR),Antrag der Minderheit Brunner
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Minderheit Schenker Silvia,Antrag de Courten
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Zustimmung zum Ordnungsantrag,Ablehnung des Ordnungsantrages
20140088,Prévoyance vieillesse 2020. Réforme,Mar 13 2017,Antrag der Mehrheit (festhalten),Antrag der Minderheit Humbel (gemäss SR)
20140088,Prévoyance vieillesse 2020. Réforme,Mar 13 2017,Antrag der Mehrheit,Antrag der Minderheit Humbel
20140088,Prévoyance vieillesse 2020. Réforme,Mar 13 2017,Antrag der Mehrheit,Antrag der Minderheit Humbel 
20140088,Prévoyance vieillesse 2020. Réforme,Feb 28 2017,,
20140088,Prévoyance vieillesse 2020. Réforme,Mar 13 2017,,
20140088,Prévoyance vieillesse 2020. Réforme,Feb 28 2017,Antrag der Mehrheit,Antrag der Minderheit Humbel (allenfalls modifizeirt durch die Anträge Bertschy)
20140088,Prévoyance vieillesse 2020. Réforme,Feb 28 2017,Antrag der Minderheit Humbel,Antrag Bertschy
20140088,Prévoyance vieillesse 2020. Réforme,Feb 28 2017,Antrag der Mehrheit,Antrag der Minderheit Humbel
20140088,Prévoyance vieillesse 2020. Réforme,Mar 13 2017,Antrag der Mehrheit,Antrag Hess Lorenz
20140088,Prévoyance vieillesse 2020. Réforme,Sep 28 2016,Antrag der Mehrheit,Antrag der Minderheit Schenker Silvia (streichen)
20140093,Révision de l’imposition à la source du revenu de l’activité lucrative. Loi,Dec 07 2016,Antrag der Kommission,Antrag des Bundesrates
20140093,Révision de l’imposition à la source du revenu de l’activité lucrative. Loi,Dec 07 2016,Antrag der Mehrheit,Antrag der Minderheit Birrer-Heimo 
20140093,Révision de l’imposition à la source du revenu de l’activité lucrative. Loi,Dec 07 2016,Antrag der Kommission,Antrag Müri
20140093,Révision de l’imposition à la source du revenu de l’activité lucrative. Loi,Dec 16 2016,Annahme der Vorlage,Ablehnung der Vorlage
20140093,Révision de l’imposition à la source du revenu de l’activité lucrative. Loi,Mar 08 2016,Antrag der Mehrheit,Antrag der Minderheit Aeschi Thomas
20140093,Révision de l’imposition à la source du revenu de l’activité lucrative. Loi,Mar 08 2016,Antrag Regazzi,Antrag des Bundesrates
20140093,Révision de l’imposition à la source du revenu de l’activité lucrative. Loi,Mar 08 2016,Antrag der Mehrheit,Antrag der Minderheit Caroni / 
20140093,Révision de l’imposition à la source du revenu de l’activité lucrative. Loi,Mar 08 2016,Annahme der Vorlage,Ablehnung der Vorlage
20140093,Révision de l’imposition à la source du revenu de l’activité lucrative. Loi,Mar 08 2016,Antrag der Mehrheit,Antrag der Minderheit Leutenegger Oberholzer
20140093,Révision de l’imposition à la source du revenu de l’activité lucrative. Loi,Mar 08 2016,,
20140093,Révision de l’imposition à la source du revenu de l’activité lucrative. Loi,Mar 08 2016,Antrag der Mehrheit,Antrag des Bundesrates
